,index1,Category
44950,48161,371
60818,48162,99
59000,48163,380
34714,48164,24
60819,48165,99
44006,48166,6
44007,48167,6
34715,48168,24
26238,48169,374
42286,48170,317
59001,48171,380
26239,48172,374
59002,48173,380
59003,48174,380
26240,48175,374
26241,48176,374
26242,48177,374
59004,48178,380
26243,48179,374
59005,48180,380
59006,48181,380
59007,48182,380
42287,48183,317
26244,48184,374
26245,48185,374
26246,48186,374
42288,48187,317
26247,48188,374
42289,48189,317
59008,48190,380
26248,48191,374
26249,48192,374
26250,48193,374
26251,48194,374
26252,48195,374
26253,48196,374
26254,48197,374
26255,48198,374
26256,48199,374
26257,48200,374
26258,48201,374
50361,48202,372
26259,48203,374
26260,48204,374
26261,48205,374
26262,48206,374
26263,48207,374
26264,48208,374
26265,48209,374
26266,48210,374
26267,48211,374
26268,48212,374
26269,48213,374
26270,48214,374
26271,48215,374
26272,48216,374
50362,48217,372
26273,48218,374
26274,48219,374
50363,48220,372
50364,48221,372
50365,48222,372
26275,48223,374
26276,48224,374
26277,48225,374
50366,48226,372
62702,48227,379
50367,48228,372
26278,48229,374
26279,48230,374
26280,48231,374
26281,48232,374
26282,48233,374
26283,48234,374
50368,48235,372
26284,48236,374
26285,48237,374
50369,48238,372
26286,48239,374
26287,48240,374
26288,48241,374
50370,48242,372
50371,48243,372
50372,48244,372
26289,48245,374
26290,48246,374
26291,48247,374
26292,48248,374
26293,48249,374
26294,48250,374
26295,48251,374
26296,48252,374
26297,48253,374
26298,48254,374
50373,48255,372
50374,48256,372
50375,48257,372
50376,48258,372
50377,48259,372
23252,48260,0
26299,48261,374
26300,48262,374
59009,48263,380
59010,48264,380
59011,48265,380
60966,48266,558
60967,48267,558
60968,48268,558
50378,48269,372
50379,48270,372
26301,48271,374
26302,48272,374
26303,48273,374
26304,48274,374
26305,48275,374
26306,48276,374
26307,48277,374
50380,48278,372
26308,48279,374
26309,48280,374
26310,48281,374
62887,48282,245
50381,48283,372
50382,48284,372
50383,48285,372
50384,48286,372
50385,48287,372
50386,48288,372
50387,48289,372
26311,48290,374
50388,48291,372
50389,48292,372
26312,48293,374
26313,48294,374
26314,48295,374
26315,48296,374
26316,48297,374
50390,48298,372
34716,48299,24
50391,48300,372
50392,48301,372
26317,48302,374
23253,48303,0
26318,48304,374
23254,48305,0
26319,48306,374
50393,48307,372
50394,48308,372
26320,48309,374
26321,48310,374
50395,48311,372
26322,48312,374
26323,48313,374
50396,48314,372
59925,48315,3
59926,48316,3
59927,48317,3
59928,48318,3
26324,48319,374
26325,48320,374
26326,48321,374
26327,48322,374
26328,48323,374
26329,48324,374
26330,48325,374
26331,48326,374
26332,48327,374
26333,48328,374
26334,48329,374
50397,48330,372
50398,48331,372
50399,48332,372
50400,48333,372
50401,48334,372
50402,48335,372
34717,48336,24
34718,48337,24
34719,48338,24
50403,48339,372
26335,48340,374
26336,48341,374
50404,48342,372
26337,48343,374
26338,48344,374
36169,48345,2
50405,48346,372
26339,48347,374
50406,48348,372
26340,48349,374
50407,48350,372
26341,48351,374
26342,48352,374
26343,48353,374
26344,48354,374
26345,48355,374
26346,48356,374
26347,48357,374
26348,48358,374
26349,48359,374
26350,48360,374
26351,48361,374
26352,48362,374
36170,48363,2
36171,48364,2
36172,48365,2
26353,48366,374
36173,48367,2
36174,48368,2
44951,48369,371
44952,48370,371
55786,48371,111
55787,48372,111
34720,48373,24
42290,48374,317
59012,48375,380
37726,48376,10
37727,48377,10
34721,48378,24
37728,48379,10
37729,48380,10
60698,48381,375
44953,48382,371
34722,48383,24
44954,48384,371
44955,48385,371
44956,48386,371
44957,48387,371
44958,48388,371
26354,48389,374
26355,48390,374
26356,48391,374
26357,48392,374
26358,48393,374
26359,48394,374
26360,48395,374
26361,48396,374
26362,48397,374
26363,48398,374
50408,48399,372
50409,48400,372
26364,48401,374
60820,48402,99
36175,48403,2
26365,48404,374
36176,48405,2
50410,48406,372
26366,48407,374
59929,48408,3
50411,48409,372
26367,48410,374
36177,48411,2
36178,48412,2
36179,48413,2
36180,48414,2
26368,48415,374
26369,48416,374
36181,48417,2
36182,48418,2
26370,48419,374
26371,48420,374
50412,48421,372
50413,48422,372
26372,48423,374
26373,48424,374
26374,48425,374
26375,48426,374
26376,48427,374
26377,48428,374
26378,48429,374
50414,48430,372
59930,48431,3
59931,48432,3
26379,48433,374
59932,48434,3
59933,48435,3
59934,48436,3
59935,48437,3
59936,48438,3
26380,48439,374
50415,48440,372
50416,48441,372
26381,48442,374
59937,48443,3
59938,48444,3
59939,48445,3
59940,48446,3
59941,48447,3
59942,48448,3
26382,48449,374
26383,48450,374
26384,48451,374
26385,48452,374
26386,48453,374
26387,48454,374
26388,48455,374
26389,48456,374
26390,48457,374
26391,48458,374
26392,48459,374
26393,48460,374
50417,48461,372
23255,48462,0
59943,48463,3
59944,48464,3
59945,48465,3
59946,48466,3
59947,48467,3
59948,48468,3
26394,48469,374
26395,48470,374
36183,48471,2
26396,48472,374
26397,48473,374
50418,48474,372
50419,48475,372
50420,48476,372
50421,48477,372
50422,48478,372
50423,48479,372
50424,48480,372
50425,48481,372
60821,48482,99
36184,48483,2
44008,48484,6
62703,48485,379
62704,48486,379
62705,48487,379
62706,48488,379
50426,48489,372
26398,48490,374
26399,48491,374
26400,48492,374
50427,48493,372
26401,48494,374
26402,48495,374
26403,48496,374
26404,48497,374
26405,48498,374
26406,48499,374
26407,48500,374
26408,48501,374
26409,48502,374
26410,48503,374
26411,48504,374
26412,48505,374
26413,48506,374
26414,48507,374
26415,48508,374
26416,48509,374
26417,48510,374
26418,48511,374
26419,48512,374
26420,48513,374
59949,48514,3
26421,48515,374
26422,48516,374
26423,48517,374
26424,48518,374
26425,48519,374
26426,48520,374
26427,48521,374
26428,48522,374
26429,48523,374
26430,48524,374
26431,48525,374
26432,48526,374
26433,48527,374
26434,48528,374
26435,48529,374
26436,48530,374
26437,48531,374
26438,48532,374
26439,48533,374
26440,48534,374
26441,48535,374
26442,48536,374
26443,48537,374
26444,48538,374
37730,48539,10
37731,48540,10
37732,48541,10
37733,48542,10
37734,48543,10
46142,48544,376
46143,48545,376
46144,48546,376
43133,48547,115
37735,48548,10
37736,48549,10
37737,48550,10
37738,48551,10
37739,48552,10
37740,48553,10
37741,48554,10
37742,48555,10
37743,48556,10
37744,48557,10
37745,48558,10
37746,48559,10
37747,48560,10
34723,48561,24
34724,48562,24
37748,48563,10
34725,48564,24
34726,48565,24
34727,48566,24
34728,48567,24
34729,48568,24
34730,48569,24
34731,48570,24
34732,48571,24
34733,48572,24
34734,48573,24
37749,48574,10
34735,48575,24
37750,48576,10
34736,48577,24
34737,48578,24
26445,48579,374
50428,48580,372
50429,48581,372
50430,48582,372
50431,48583,372
50432,48584,372
50433,48585,372
50434,48586,372
50435,48587,372
50436,48588,372
50437,48589,372
50438,48590,372
50439,48591,372
50440,48592,372
62707,48593,379
62708,48594,379
62709,48595,379
62710,48596,379
62711,48597,379
62712,48598,379
46145,48599,376
37751,48600,10
46146,48601,376
37752,48602,10
37753,48603,10
37754,48604,10
37755,48605,10
37756,48606,10
46147,48607,376
37757,48608,10
44959,48609,371
37758,48610,10
37759,48611,10
37760,48612,10
37761,48613,10
37762,48614,10
46148,48615,376
61748,48616,79
61749,48617,79
23256,48618,0
23257,48619,0
37763,48620,10
37764,48621,10
37765,48622,10
37766,48623,10
37767,48624,10
46149,48625,376
37768,48626,10
46150,48627,376
46151,48628,376
37769,48629,10
46152,48630,376
26446,48631,374
37770,48632,10
42291,48633,317
50441,48634,372
46153,48635,376
46154,48636,376
46155,48637,376
46156,48638,376
50442,48639,372
50443,48640,372
50444,48641,372
50445,48642,372
50446,48643,372
50447,48644,372
50448,48645,372
50449,48646,372
50450,48647,372
50451,48648,372
50452,48649,372
50453,48650,372
50454,48651,372
26447,48652,374
50455,48653,372
50456,48654,372
50457,48655,372
50458,48656,372
50459,48657,372
50460,48658,372
50461,48659,372
50462,48660,372
50463,48661,372
50464,48662,372
50465,48663,372
50466,48664,372
50467,48665,372
62713,48666,379
50468,48667,372
50469,48668,372
50470,48669,372
50471,48670,372
50472,48671,372
50473,48672,372
36185,48673,2
59013,48674,380
50474,48675,372
59014,48676,380
50475,48677,372
50476,48678,372
50477,48679,372
42292,48680,317
42293,48681,317
26448,48682,374
36186,48683,2
50478,48684,372
50479,48685,372
50480,48686,372
50481,48687,372
50482,48688,372
37771,48689,10
37772,48690,10
37773,48691,10
37774,48692,10
37775,48693,10
26449,48694,374
50483,48695,372
42294,48696,317
62283,48697,243
37776,48698,10
44960,48699,371
37777,48700,10
37778,48701,10
37779,48702,10
37780,48703,10
46157,48704,376
37781,48705,10
37782,48706,10
37783,48707,10
37784,48708,10
33869,48709,96
43134,48710,115
44009,48711,6
23258,48712,0
37785,48713,10
58419,48714,71
56208,48715,112
23259,48716,0
37786,48717,10
37787,48718,10
54675,48719,116
43135,48720,115
37788,48721,10
37789,48722,10
37790,48723,10
62284,48724,243
44010,48725,6
42295,48726,317
62846,48727,50
37791,48728,10
37792,48729,10
26450,48730,374
42296,48731,317
44011,48732,6
37793,48733,10
26451,48734,374
26452,48735,374
26453,48736,374
37794,48737,10
26454,48738,374
37795,48739,10
59950,48740,3
46158,48741,376
59951,48742,3
37796,48743,10
37797,48744,10
37798,48745,10
37799,48746,10
37800,48747,10
37801,48748,10
37802,48749,10
37803,48750,10
37804,48751,10
62285,48752,243
37805,48753,10
62286,48754,243
37806,48755,10
37807,48756,10
37808,48757,10
37809,48758,10
37810,48759,10
58420,48760,71
44012,48761,6
37811,48762,10
46159,48763,376
46160,48764,376
46161,48765,376
46162,48766,376
46163,48767,376
46164,48768,376
46165,48769,376
46166,48770,376
36187,48771,2
58421,48772,71
61750,48773,79
23260,48774,0
46167,48775,376
37812,48776,10
37813,48777,10
46168,48778,376
44013,48779,6
23261,48780,0
44014,48781,6
46169,48782,376
37814,48783,10
46170,48784,376
37815,48785,10
37816,48786,10
37817,48787,10
34738,48788,24
26455,48789,374
36188,48790,2
50484,48791,372
59952,48792,3
59953,48793,3
59954,48794,3
59955,48795,3
59956,48796,3
59957,48797,3
44015,48798,6
43136,48799,115
23262,48800,0
37818,48801,10
37819,48802,10
37820,48803,10
37821,48804,10
37822,48805,10
37823,48806,10
37824,48807,10
37825,48808,10
37826,48809,10
37827,48810,10
44016,48811,6
46171,48812,376
46172,48813,376
46173,48814,376
46174,48815,376
46175,48816,376
46176,48817,376
37828,48818,10
42297,48819,317
42298,48820,317
61751,48821,79
61752,48822,79
61753,48823,79
61754,48824,79
61755,48825,79
61756,48826,79
61757,48827,79
61758,48828,79
61759,48829,79
55219,48830,91
61760,48831,79
26456,48832,374
61761,48833,79
61762,48834,79
61763,48835,79
61764,48836,79
61765,48837,79
61766,48838,79
50485,48839,372
44961,48840,371
50486,48841,372
26457,48842,374
50487,48843,372
50488,48844,372
44017,48845,6
44018,48846,6
50489,48847,372
44019,48848,6
44020,48849,6
44021,48850,6
44022,48851,6
44023,48852,6
44024,48853,6
44025,48854,6
44026,48855,6
44027,48856,6
44028,48857,6
44029,48858,6
37829,48859,10
44962,48860,371
44963,48861,371
23263,48862,0
37830,48863,10
37831,48864,10
37832,48865,10
44964,48866,371
44965,48867,371
44966,48868,371
44030,48869,6
37833,48870,10
37834,48871,10
37835,48872,10
37836,48873,10
44967,48874,371
37837,48875,10
37838,48876,10
37839,48877,10
37840,48878,10
58422,48879,71
43137,48880,115
42299,48881,317
42300,48882,317
42301,48883,317
42302,48884,317
59958,48885,3
50490,48886,372
59015,48887,380
59016,48888,380
59959,48889,3
42303,48890,317
44031,48891,6
59960,48892,3
59961,48893,3
44032,48894,6
34739,48895,24
26458,48896,374
59962,48897,3
59963,48898,3
26459,48899,374
26460,48900,374
26461,48901,374
26462,48902,374
26463,48903,374
26464,48904,374
26465,48905,374
26466,48906,374
26467,48907,374
26468,48908,374
44033,48909,6
44968,48910,371
44969,48911,371
44034,48912,6
44035,48913,6
44970,48914,371
44971,48915,371
44972,48916,371
44036,48917,6
44973,48918,371
61767,48919,79
23264,48920,0
44037,48921,6
44038,48922,6
44974,48923,371
44975,48924,371
44039,48925,6
44040,48926,6
44976,48927,371
44041,48928,6
26469,48929,374
26470,48930,374
26471,48931,374
26472,48932,374
26473,48933,374
26474,48934,374
26475,48935,374
26476,48936,374
50491,48937,372
26477,48938,374
26478,48939,374
26479,48940,374
26480,48941,374
26481,48942,374
26482,48943,374
26483,48944,374
26484,48945,374
26485,48946,374
26486,48947,374
50492,48948,372
26487,48949,374
26488,48950,374
26489,48951,374
50493,48952,372
26490,48953,374
26491,48954,374
34740,48955,24
44042,48956,6
34741,48957,24
34742,48958,24
23265,48959,0
50494,48960,372
59964,48961,3
50495,48962,372
50496,48963,372
50497,48964,372
50498,48965,372
50499,48966,372
50500,48967,372
23266,48968,0
44977,48969,371
44978,48970,371
44979,48971,371
44980,48972,371
44981,48973,371
44982,48974,371
44983,48975,371
44984,48976,371
44985,48977,371
44986,48978,371
42304,48979,317
50501,48980,372
59965,48981,3
59966,48982,3
50502,48983,372
59967,48984,3
50503,48985,372
59968,48986,3
50504,48987,372
59969,48988,3
59970,48989,3
44987,48990,371
44988,48991,371
59971,48992,3
44989,48993,371
59972,48994,3
55788,48995,111
59973,48996,3
59974,48997,3
44990,48998,371
44991,48999,371
59975,49000,3
59976,49001,3
59977,49002,3
59978,49003,3
59979,49004,3
59980,49005,3
59981,49006,3
44992,49007,371
59982,49008,3
42305,49009,317
42306,49010,317
42307,49011,317
59983,49012,3
26492,49013,374
42308,49014,317
36189,49015,2
59984,49016,3
62087,49017,378
59017,49018,380
37841,49019,10
44993,49020,371
46177,49021,376
44994,49022,371
44995,49023,371
44996,49024,371
44997,49025,371
44998,49026,371
44999,49027,371
45000,49028,371
45001,49029,371
45002,49030,371
45003,49031,371
46178,49032,376
45004,49033,371
45005,49034,371
46179,49035,376
46180,49036,376
46181,49037,376
50505,49038,372
50506,49039,372
50507,49040,372
50508,49041,372
26493,49042,374
50509,49043,372
50510,49044,372
50511,49045,372
45006,49046,371
50512,49047,372
50513,49048,372
50514,49049,372
50515,49050,372
50516,49051,372
50517,49052,372
50518,49053,372
50519,49054,372
50520,49055,372
50521,49056,372
50522,49057,372
50523,49058,372
50524,49059,372
42309,49060,317
50525,49061,372
50526,49062,372
50527,49063,372
50528,49064,372
50529,49065,372
50530,49066,372
50531,49067,372
62714,49068,379
50532,49069,372
50533,49070,372
50534,49071,372
50535,49072,372
50536,49073,372
62715,49074,379
50537,49075,372
50538,49076,372
50539,49077,372
50540,49078,372
50541,49079,372
50542,49080,372
50543,49081,372
50544,49082,372
62716,49083,379
62717,49084,379
50545,49085,372
26494,49086,374
26495,49087,374
42310,49088,317
26496,49089,374
62872,49090,26
42311,49091,317
42312,49092,317
26497,49093,374
50546,49094,372
50547,49095,372
50548,49096,372
50549,49097,372
50550,49098,372
42313,49099,317
26498,49100,374
26499,49101,374
50551,49102,372
62718,49103,379
62719,49104,379
50552,49105,372
50553,49106,372
62720,49107,379
26500,49108,374
50554,49109,372
26501,49110,374
26502,49111,374
50555,49112,372
26503,49113,374
36190,49114,2
26504,49115,374
50556,49116,372
50557,49117,372
42314,49118,317
26505,49119,374
42315,49120,317
26506,49121,374
50558,49122,372
42316,49123,317
44043,49124,6
44044,49125,6
50559,49126,372
44045,49127,6
50560,49128,372
26507,49129,374
50561,49130,372
50562,49131,372
26508,49132,374
50563,49133,372
26509,49134,374
26510,49135,374
50564,49136,372
42317,49137,317
42318,49138,317
59985,49139,3
26511,49140,374
26512,49141,374
26513,49142,374
59986,49143,3
62873,49144,26
26514,49145,374
26515,49146,374
26516,49147,374
59987,49148,3
26517,49149,374
26518,49150,374
26519,49151,374
62721,49152,379
26520,49153,374
26521,49154,374
45007,49155,371
26522,49156,374
26523,49157,374
26524,49158,374
26525,49159,374
42319,49160,317
42320,49161,317
45008,49162,371
45009,49163,371
45010,49164,371
50565,49165,372
26526,49166,374
45011,49167,371
42321,49168,317
42322,49169,317
45012,49170,371
42323,49171,317
42324,49172,317
50566,49173,372
62722,49174,379
50567,49175,372
26527,49176,374
26528,49177,374
26529,49178,374
26530,49179,374
26531,49180,374
26532,49181,374
26533,49182,374
26534,49183,374
26535,49184,374
26536,49185,374
26537,49186,374
26538,49187,374
26539,49188,374
26540,49189,374
26541,49190,374
26542,49191,374
26543,49192,374
26544,49193,374
26545,49194,374
26546,49195,374
26547,49196,374
26548,49197,374
26549,49198,374
26550,49199,374
26551,49200,374
26552,49201,374
26553,49202,374
26554,49203,374
26555,49204,374
26556,49205,374
26557,49206,374
26558,49207,374
26559,49208,374
26560,49209,374
26561,49210,374
26562,49211,374
26563,49212,374
26564,49213,374
26565,49214,374
26566,49215,374
26567,49216,374
26568,49217,374
50568,49218,372
50569,49219,372
50570,49220,372
50571,49221,372
50572,49222,372
50573,49223,372
50574,49224,372
50575,49225,372
50576,49226,372
50577,49227,372
59988,49228,3
42325,49229,317
59989,49230,3
56615,49231,315
42326,49232,317
42327,49233,317
59990,49234,3
59991,49235,3
59992,49236,3
59993,49237,3
59018,49238,380
44046,49239,6
36191,49240,2
59019,49241,380
61933,49242,566
59994,49243,3
59995,49244,3
59996,49245,3
59997,49246,3
59998,49247,3
59999,49248,3
60000,49249,3
60001,49250,3
60002,49251,3
60003,49252,3
26569,49253,374
60004,49254,3
60005,49255,3
60006,49256,3
60007,49257,3
50578,49258,372
26570,49259,374
34743,49260,24
50579,49261,372
50580,49262,372
50581,49263,372
50582,49264,372
50583,49265,372
50584,49266,372
50585,49267,372
26571,49268,374
50586,49269,372
50587,49270,372
50588,49271,372
50589,49272,372
50590,49273,372
50591,49274,372
50592,49275,372
50593,49276,372
50594,49277,372
60008,49278,3
34744,49279,24
42328,49280,317
62723,49281,379
60009,49282,3
42329,49283,317
42330,49284,317
60010,49285,3
62724,49286,379
62725,49287,379
34745,49288,24
62726,49289,379
34746,49290,24
44047,49291,6
34747,49292,24
34748,49293,24
34749,49294,24
34750,49295,24
34751,49296,24
34752,49297,24
50595,49298,372
50596,49299,372
50597,49300,372
50598,49301,372
50599,49302,372
50600,49303,372
50601,49304,372
50602,49305,372
50603,49306,372
50604,49307,372
50605,49308,372
50606,49309,372
50607,49310,372
50608,49311,372
50609,49312,372
50610,49313,372
50611,49314,372
50612,49315,372
50613,49316,372
50614,49317,372
26572,49318,374
44048,49319,6
50615,49320,372
50616,49321,372
50617,49322,372
50618,49323,372
50619,49324,372
50620,49325,372
50621,49326,372
50622,49327,372
44049,49328,6
44050,49329,6
44051,49330,6
37842,49331,10
45013,49332,371
37843,49333,10
44052,49334,6
45014,49335,371
44053,49336,6
44054,49337,6
50623,49338,372
50624,49339,372
50625,49340,372
50626,49341,372
50627,49342,372
50628,49343,372
50629,49344,372
50630,49345,372
50631,49346,372
50632,49347,372
50633,49348,372
50634,49349,372
50635,49350,372
50636,49351,372
50637,49352,372
50638,49353,372
50639,49354,372
50640,49355,372
50641,49356,372
50642,49357,372
44055,49358,6
44056,49359,6
44057,49360,6
42331,49361,317
33870,49362,96
44058,49363,6
62287,49364,243
62288,49365,243
44059,49366,6
44060,49367,6
44061,49368,6
62289,49369,243
44062,49370,6
44063,49371,6
44064,49372,6
44065,49373,6
44066,49374,6
44067,49375,6
44068,49376,6
44069,49377,6
44070,49378,6
44071,49379,6
44072,49380,6
44073,49381,6
44074,49382,6
44075,49383,6
44076,49384,6
44077,49385,6
62290,49386,243
44078,49387,6
62847,49388,50
62291,49389,243
62848,49390,50
23267,49391,0
44079,49392,6
45015,49393,371
44080,49394,6
44081,49395,6
44082,49396,6
44083,49397,6
50643,49398,372
50644,49399,372
50645,49400,372
42332,49401,317
26573,49402,374
26574,49403,374
26575,49404,374
26576,49405,374
26577,49406,374
50646,49407,372
26578,49408,374
59020,49409,380
26579,49410,374
26580,49411,374
26581,49412,374
26582,49413,374
26583,49414,374
26584,49415,374
26585,49416,374
26586,49417,374
50647,49418,372
50648,49419,372
50649,49420,372
50650,49421,372
50651,49422,372
26587,49423,374
50652,49424,372
50653,49425,372
50654,49426,372
50655,49427,372
59021,49428,380
50656,49429,372
50657,49430,372
50658,49431,372
50659,49432,372
50660,49433,372
50661,49434,372
50662,49435,372
50663,49436,372
60011,49437,3
50664,49438,372
26588,49439,374
26589,49440,374
26590,49441,374
26591,49442,374
26592,49443,374
26593,49444,374
26594,49445,374
26595,49446,374
26596,49447,374
46182,49448,376
45016,49449,371
45017,49450,371
45018,49451,371
45019,49452,371
45020,49453,371
45021,49454,371
45022,49455,371
45023,49456,371
45024,49457,371
44084,49458,6
26597,49459,374
26598,49460,374
26599,49461,374
26600,49462,374
26601,49463,374
26602,49464,374
26603,49465,374
26604,49466,374
26605,49467,374
50665,49468,372
26606,49469,374
34753,49470,24
34754,49471,24
34755,49472,24
34756,49473,24
34757,49474,24
34758,49475,24
34759,49476,24
34760,49477,24
26607,49478,374
26608,49479,374
62008,49480,384
26609,49481,374
50666,49482,372
54638,49483,144
50667,49484,372
50668,49485,372
50669,49486,372
50670,49487,372
45025,49488,371
44085,49489,6
45026,49490,371
62292,49491,243
62293,49492,243
62294,49493,243
44086,49494,6
62295,49495,243
44087,49496,6
62296,49497,243
55789,49498,111
26610,49499,374
26611,49500,374
26612,49501,374
26613,49502,374
26614,49503,374
26615,49504,374
26616,49505,374
26617,49506,374
26618,49507,374
50671,49508,372
50672,49509,372
50673,49510,372
50674,49511,372
26619,49512,374
26620,49513,374
26621,49514,374
50675,49515,372
50676,49516,372
50677,49517,372
23268,49518,0
50678,49519,372
50679,49520,372
50680,49521,372
50681,49522,372
50682,49523,372
26622,49524,374
26623,49525,374
50683,49526,372
26624,49527,374
45027,49528,371
50684,49529,372
60969,49530,558
26625,49531,374
26626,49532,374
26627,49533,374
26628,49534,374
60012,49535,3
26629,49536,374
60970,49537,558
50685,49538,372
45028,49539,371
62727,49540,379
26630,49541,374
50686,49542,372
50687,49543,372
50688,49544,372
60013,49545,3
50689,49546,372
26631,49547,374
62728,49548,379
62729,49549,379
50690,49550,372
62730,49551,379
50691,49552,372
62731,49553,379
62732,49554,379
50692,49555,372
50693,49556,372
60014,49557,3
26632,49558,374
26633,49559,374
60015,49560,3
60016,49561,3
60017,49562,3
60018,49563,3
26634,49564,374
60019,49565,3
26635,49566,374
60020,49567,3
26636,49568,374
36192,49569,2
26637,49570,374
50694,49571,372
36193,49572,2
36194,49573,2
50695,49574,372
50696,49575,372
36195,49576,2
26638,49577,374
50697,49578,372
50698,49579,372
50699,49580,372
50700,49581,372
50701,49582,372
50702,49583,372
50703,49584,372
26639,49585,374
26640,49586,374
50704,49587,372
60021,49588,3
50705,49589,372
50706,49590,372
26641,49591,374
50707,49592,372
50708,49593,372
50709,49594,372
50710,49595,372
50711,49596,372
50712,49597,372
50713,49598,372
50714,49599,372
50715,49600,372
50716,49601,372
26642,49602,374
50717,49603,372
50718,49604,372
50719,49605,372
50720,49606,372
50721,49607,372
26643,49608,374
50722,49609,372
50723,49610,372
50724,49611,372
50725,49612,372
50726,49613,372
50727,49614,372
50728,49615,372
50729,49616,372
26644,49617,374
50730,49618,372
50731,49619,372
26645,49620,374
44088,49621,6
44089,49622,6
44090,49623,6
44091,49624,6
44092,49625,6
44093,49626,6
44094,49627,6
26646,49628,374
50732,49629,372
26647,49630,374
50733,49631,372
26648,49632,374
26649,49633,374
26650,49634,374
26651,49635,374
26652,49636,374
26653,49637,374
60022,49638,3
26654,49639,374
60023,49640,3
60024,49641,3
60025,49642,3
60026,49643,3
60027,49644,3
60028,49645,3
26655,49646,374
60029,49647,3
36196,49648,2
60030,49649,3
60031,49650,3
60032,49651,3
60033,49652,3
60034,49653,3
60035,49654,3
60036,49655,3
60037,49656,3
60038,49657,3
46183,49658,376
37844,49659,10
34761,49660,24
36197,49661,2
34762,49662,24
23269,49663,0
34763,49664,24
23270,49665,0
34764,49666,24
23271,49667,0
60039,49668,3
60040,49669,3
60041,49670,3
60042,49671,3
60043,49672,3
60044,49673,3
60045,49674,3
60046,49675,3
60047,49676,3
60048,49677,3
34765,49678,24
50734,49679,372
60049,49680,3
60050,49681,3
60051,49682,3
60052,49683,3
60053,49684,3
60054,49685,3
60055,49686,3
60056,49687,3
37845,49688,10
62297,49689,243
45029,49690,371
46184,49691,376
46185,49692,376
46186,49693,376
45030,49694,371
45031,49695,371
46187,49696,376
62298,49697,243
45032,49698,371
45033,49699,371
45034,49700,371
45035,49701,371
45036,49702,371
62299,49703,243
45037,49704,371
45038,49705,371
45039,49706,371
45040,49707,371
26656,49708,374
26657,49709,374
26658,49710,374
26659,49711,374
26660,49712,374
26661,49713,374
26662,49714,374
26663,49715,374
26664,49716,374
26665,49717,374
44095,49718,6
26666,49719,374
62009,49720,384
50735,49721,372
60057,49722,3
60058,49723,3
60059,49724,3
60060,49725,3
60061,49726,3
60062,49727,3
34766,49728,24
46188,49729,376
45041,49730,371
37846,49731,10
37847,49732,10
37848,49733,10
62300,49734,243
62301,49735,243
62302,49736,243
45042,49737,371
37849,49738,10
37850,49739,10
37851,49740,10
37852,49741,10
37853,49742,10
37854,49743,10
37855,49744,10
37856,49745,10
37857,49746,10
37858,49747,10
26667,49748,374
50736,49749,372
50737,49750,372
50738,49751,372
50739,49752,372
50740,49753,372
50741,49754,372
26668,49755,374
26669,49756,374
50742,49757,372
45043,49758,371
45044,49759,371
45045,49760,371
45046,49761,371
62303,49762,243
37859,49763,10
62304,49764,243
37860,49765,10
45047,49766,371
45048,49767,371
50743,49768,372
50744,49769,372
26670,49770,374
50745,49771,372
26671,49772,374
26672,49773,374
26673,49774,374
26674,49775,374
60063,49776,3
60064,49777,3
60065,49778,3
60066,49779,3
60067,49780,3
60068,49781,3
60069,49782,3
60070,49783,3
60071,49784,3
60072,49785,3
60073,49786,3
60074,49787,3
60075,49788,3
60076,49789,3
60077,49790,3
60078,49791,3
60079,49792,3
60080,49793,3
60081,49794,3
60082,49795,3
60083,49796,3
60084,49797,3
26675,49798,374
60085,49799,3
60086,49800,3
60087,49801,3
60088,49802,3
60089,49803,3
60090,49804,3
60091,49805,3
60092,49806,3
60093,49807,3
50746,49808,372
50747,49809,372
62874,49810,26
60094,49811,3
34767,49812,24
34768,49813,24
34769,49814,24
34770,49815,24
50748,49816,372
34771,49817,24
26676,49818,374
26677,49819,374
50749,49820,372
50750,49821,372
50751,49822,372
26678,49823,374
26679,49824,374
26680,49825,374
50752,49826,372
50753,49827,372
26681,49828,374
26682,49829,374
50754,49830,372
50755,49831,372
50756,49832,372
50757,49833,372
50758,49834,372
50759,49835,372
26683,49836,374
26684,49837,374
26685,49838,374
26686,49839,374
26687,49840,374
26688,49841,374
26689,49842,374
26690,49843,374
60095,49844,3
26691,49845,374
26692,49846,374
60096,49847,3
37861,49848,10
37862,49849,10
37863,49850,10
37864,49851,10
37865,49852,10
37866,49853,10
37867,49854,10
37868,49855,10
37869,49856,10
37870,49857,10
45049,49858,371
45050,49859,371
45051,49860,371
45052,49861,371
45053,49862,371
45054,49863,371
45055,49864,371
45056,49865,371
45057,49866,371
45058,49867,371
45059,49868,371
37871,49869,10
45060,49870,371
37872,49871,10
37873,49872,10
37874,49873,10
37875,49874,10
45061,49875,371
45062,49876,371
45063,49877,371
45064,49878,371
45065,49879,371
45066,49880,371
45067,49881,371
45068,49882,371
45069,49883,371
45070,49884,371
45071,49885,371
45072,49886,371
45073,49887,371
45074,49888,371
45075,49889,371
45076,49890,371
62305,49891,243
45077,49892,371
45078,49893,371
45079,49894,371
45080,49895,371
45081,49896,371
45082,49897,371
45083,49898,371
62306,49899,243
62865,49900,559
45084,49901,371
45085,49902,371
45086,49903,371
45087,49904,371
45088,49905,371
45089,49906,371
45090,49907,371
45091,49908,371
45092,49909,371
